quarter,courseId,title,dept_code,description,subject_area,obj_level,college,units,instruction_type1,online_course
20244,BIOE    225  ,BIOE CURRENT TOPICS,BENG ,"Seminar series highlighting current topics and advances   in   bioengineeri ng presented by UCSB faculty or visiting   scientists providing   context a nd motivation   for bioengineering learning, introducing students to   conc epts outside of   their primary research specialty, and promoting   interdi sciplinary thinking   and research collaboration.",BIOE    ,G,ENGR,1,SEM,FALSE
20244,BIOE    230  ,BIOE STUDENT SEM,BENG ,Seminar series where students present their original   thesis research and also review journal articles that critically analyze   contemporary   bio engineering research. Three quarters of BIOE 230 are   required for the   o ptional BioE graduate   emphasis. Presentations are evaluated and feedback is  provided.,BIOE    ,G,ENGR,1,SEM,FALSE
20244,BIOE    230A ,BIOE FACULTY SEM,BENG ,Seminar series where bioengineering faculty present ongoing research in the their lab to provide graduate students insight into the work going on in the department.,BIOE    ,G,ENGR,1,SEM,FALSE
20244,BIOE    242  ,TISSUEENG & REG MED,BENG ,"An introduction to the principles of tissue engineering: interplay and design of cells, biomaterials, and bioactive molecules to assist the body in the repair of damaged tissues. This includes concepts such as examining material fabrication approaches, engineering cells and their behavior, studying tissue microenvironments from diverse organ systems, the role of the extracellular matrix in repair, in vitro approaches to tissue engineering, and delivery of bioactive molecules (growth factors, extracellular vesicles, etc.), among others. By the end of this course, students will be able to design and evaluate tissue engineered constructs to repair a specific organ system.",BIOE    ,G,ENGR,3,LEC,FALSE
20244,BIOE    243  ,PROTEIN ENGINEERING,BENG ,"Introduces students to current methods and general principles of of engineering proteins, in the design, build, test, learn (DBTL) framework, with a secondary goal of providing students a framework that they might extend to other biomolecules of interest (e.g., nucleic acids). Topics covered include protein basics, library design, library generation, library screening and selection, sequencing, and extracting design principles from library datasets.",BIOE    ,G,ENGR,3,LEC,FALSE
20244,BIOE    250AA,TISSUEENG & REG MED,BENG ,"An introduction to the principles of tissue engineering: interplay and design of cells, biomaterials, and bioactive molecules to assist the body in the repair of damaged tissues. This includes concepts such as examining material fabrication approaches, engineering cells and their behavior, studying tissue microenvironments from diverse organ systems, the role of extracellular matrix in repair, in vitro approaches to tissue engineering, and delivery of bioactive molecules (growth factors, extracellular vesicles, etc.), among others. By the end of this course, students will be able to design and evaluate tissue engineered constructs to repair a specific organ system.",BIOE    ,G,ENGR,3,LEC,FALSE
20244,BIOE    250AB,PROTEIN ENGINEERING,BENG ,"Introduces students to current methods and general principles of engineering proteins, with a focus on presenting overall strategies for library generation, screening, and selection, such that students can extend approaches to engineering of other biomolecules of interest (e.g. nucleic acids).",BIOE    ,G,ENGR,3,LEC,FALSE
20244,BIOE    250AE,GENE THERAPY,BENG ,"Developing therapies using nucleic acids for human diseases is a high-risk, high-reward endeavor in bioengineering and medicine, with many challenges remaining to be addressed.However, once these obstacles have been overcome and widespread clinical success has been achieved, gene therapy will offer unparalleled opportunities for treating a range of disorders that are currently untreatable by conventional medical practices. The course will explore the field of gene therapy, covering a wide range of topics, including gene delivery, noninvasive reporter gene imaging, genetic editing clinical trials, and the social and ethical considerations of gene therapy.",BIOE    ,G,ENGR,3,LEC,FALSE
20244,BIOE    299  ,INDEPENDENT STUDY,BENG ,Independent study related to pursuit of a research project related to the field of Bioengineering under the advisement of a BioE faculty member.,BIOE    ,G,ENGR,NA,LEC,FALSE
20244,BIOE    493  ,INTERN IN INDUSTRY,BENG ,"This course is an internship experience to be carried out through an external company, government, or other private organization apart from UCSB. Students will work alongside working professionals to gain applied experience and skills in industry.",BIOE    ,G,ENGR,3,FLD,FALSE
20244,BIOE    596  ,DIRECTED RESEARCH,BENG ,Experimental or theoretical research undertaken under the direction of a faculty member for graduate students who have not yet advanced to candidacy.,BIOE    ,G,ENGR,NA,TUT,FALSE
20244,BL ST     1  ,INTRO AF-AM STUDIES,BLKST,"Explores historical and current social conditions of Black people in the Un ited States. Topics include the following: origins of Black Studies; chatte l slavery and resistance; Reconstruction; Jim Crow segregation; Harlem Rena issance; Black Nationalism; structural racism and anti-Blackness; Civil Rig hts and Black Power Movements; racial wealth gap; critical race theory and Neo-liberalism; carcerality and the prison industrial complex; white privil ege and rage; and the intersection of race, gender, class, and sexuality in shaping Black identity and life chances. As a 5 unit course, BLST 1 is rea ding and writing intensive, with a focus on developing research skills thro ugh a Black Studies lens.",BL ST   ,U,L&S,5,LEC,FALSE
20244,BL ST     2  ,BLK GLOBALIZATION,BLKST,"Explains the process of Globalization from the XV Century - when the very c oncept of   race appeared in discourse - to the present through the lenses of the Black   experience. The texts, films and lecture presentations count er the historiographical   erasure of people of African descent in the maki ng of the Modern World, foregrounds the   critical role that Black subject played in both the Old and New Worlds and   postulates that Globalization c ould not have ever taken place without their contributions.",BL ST   ,U,L&S,5,LEC,FALSE
20244,BL ST     7  ,INTRO CARIB STUDIES,BLKST,"A survey of the culture and society of the Caribbean. After surveying Amerindian communities and examining the impact of the Atlantic slave trade, focus will be on slavery, emancipation, African and Creole cultures,and the issues accompanying an independent nationhood status.",BL ST   ,U,L&S,5,LEC,FALSE
20244,BL ST    49A ,SURVEY AFRICAN HIST,BLKST,"Prehistory to c. 1800. History 49-A-B-C is a general survey course designed to introduce students to major themes in African history. The course focus es on organization of production, state formation, African civilizations an d identities, science and technology, beliefs and knowledge systems, Africa ?s interaction with the world economy, such as through enslavement and slav e trades. Weekly discussion sections are an important feature of this cours e, enabling students to develop and expand upon material presented during l ecture.",BL ST   ,U,L&S,5,LEC,FALSE
20244,BL ST    99  ,INDEPENDENT STUDIES,BLKST,Independent studies and mentorship in Black Studies under the direction of a faculty member in the department.,BL ST   ,U,L&S,NA,TUT,FALSE
20244,BL ST    99RA,INDEP RESEARCH ASST,BLKST,Coursework shall consist of faculty supervised research assistance.,BL ST   ,U,L&S,NA,TUT,FALSE
20244,BL ST   100  ,AFRICA/U. S. POLICY,BLKST,Post-World War II Africa and United States foreign policy. Special attentio n is devoted to southern Africa and parallels between social movements in t hat part of the world and the United States civil rights movement.,BL ST   ,U,L&S,4,LEC,FALSE
20244,BL ST   102  ,BLK RADS & RAD TRAD,BLKST,This course examines the tradition of radical thought and the relevance of this thought to the needs and interests of the Black community.,BL ST   ,U,L&S,4,LEC,FALSE
20244,BL ST   106  ,WOMEN POLITICS BODY,BLKST,"Examines the relationship between race and gender in the construction of bodily politics that include perceptions of beauty and femininity. In understanding how race and gender matter in conceptualizations of beauty, this course centers Black women's bodies as important sites of resistance.",BL ST   ,U,L&S,4,LEC,FALSE
20244,BL ST   129  ,BLACK CITIES,BLKST,"Examines spatial dynamics of anti-Blackness and spatial politics of resista nce in relational and comparative geographical perspectives. Study of colon ial histories of spatial violence and current patterns of residential segre gation, homelessness, and police brutality, as well as the struggle for urb an citizenship in societies of the African Diaspora. The goal of the course is threefold: a) it analyzes institutional policies and mundane practices that produce cityscapes as anti-Black; b) it interrogates the Marxist-orien ted framework on ""the right to the city;"" and c) it gives visibility to Bla ck gendered spatial praxes that challenge exclusionary city politics and th eir attending geographies of anti-Blackness.",BL ST   ,U,L&S,4,LEC,FALSE
20244,BL ST   143  ,HIP-HOP,BLKST,"Designed to introduce students to the history and contemporary influence of hip hop, including rap music, break dancing, graffiti, Bboying, djing, fashion, global marketing, etc. Traces the history of hip hop from its early emergence in the Bronx in the 1970s to its emergence as the global soundtrack of the 21st century. Students will also study the particular urban geographies of hip hop culture and its critique of social, political, and economic conditions of Black life.",BL ST   ,U,L&S,4,LEC,FALSE
20244,BL ST   147PL,PERFORMANCE OF LIT,BLKST,"Explores relationships between performances of identity,   literary analysis, and the staging of literature. Students   conceptualize the performance of identity, space, and text   through original dramatization of literary materials that they   prepare, stage, and embody. No theater experience required.",BL ST   ,U,L&S,4,SEM,FALSE
20244,BL ST   151  ,GENDER AND CINEMA,BLKST,"Critical explorations of aesthetic, narrative, thematic, ideological, cultu ral and interdisciplinary configurations which frame representations of fem ininities, masculinities, and sexualities in African cinema.  The complex d ynamics between art and society, issues of identity, difference, agency, re sistance, and change, will be explored.",BL ST   ,U,L&S,4,LEC,FALSE
20244,BL ST   154  ,ENV. RACE & JUSTICE,BLKST,"This course investigates environmental injusticethat some people, especially poorer people, bear a disproportionate burden of living in communities with environmental hazardsand environmental racismthat a high coincidence exists between the location of toxic waste sites and Black and Brown communities, even when they are predominantly middle class.",BL ST   ,U,L&S,4,LEC,FALSE
20244,BL ST   155  ,VISUAL CULTURE,BLKST,"Enables students to think critically about how visual politics have shaped the landscape of race, how visual arts are related to other expressions of culture, such as music, theatre, and dance, and how Black artists have embodied and contested regimes of racial knowledge anchored in the visualization of Blackness.",BL ST   ,U,L&S,4,LEC,FALSE
